Accession,Species,Genus,Family,Length,Host,GenBank_Title
NC_011534,Kluyvera virus Kvp1,Teseptimavirus,Podoviridae,39472,Kluyvera cryocrescens,"Kluyvera phage Kvp1, complete genome"
NC_011551,Bacteriophage APSE-2,,Podoviridae,39867,Candidatus Hamiltonella defensa,"Bacteriophage APSE-2, complete genome"
NC_011523,Bacillus virus AP50,Betatectivirus,Tectiviridae,14398,Bacillus anthracis,"Bacillus phage AP50, complete genome"
NC_011421,Bacillus virus SPO1,Okubovirus,Herelleviridae,132562,Bacillus subtilis,"Bacillus phage SPO1, complete genome"
NC_011398,Clostridium virus phiCD27,Lubbockvirus,Myoviridae,50930,Clostridioides difficile,"Clostridium phage phiCD27, complete genome"
NC_011399,Ralstonia virus RSM3,Habenivirus,Inoviridae,8929,Ralstonia,"Ralstonia phage RSM3 DNA, complete genome"
NC_011373,Pseudomonas phage PAJU2,Detrevirus,Siphoviridae,46872,Pseudomonas aeruginosa,"Pseudomonas phage PAJU2, complete genome"
NC_011357,Stx2-converting phage 1717,,Siphoviridae,62147,Escherichia coli O157:H7,"Stx2-converting phage 1717, complete prophage genome"
NC_011356,Enterobacteria phage YYZ-2008,,Siphoviridae,54896,Escherichia coli O157:H7,"Enterobacteria phage YYZ-2008, complete prophage genome"
NC_011344,Staphylococcus phage phi2958PVL,Triavirus,Siphoviridae,47342,Staphylococcus aureus,"Staphylococcus phage phi2958PVL, complete genome"
NC_011318,Clostridium phage phiCP39-O,,Siphoviridae,38753,Clostridium perfringens,"Clostridium phage 39-O, complete genome"
NC_011308,Listeria phage P40,,Siphoviridae,35638,Listeria,"Listeria phage P40, complete genome"
NC_011285,Mycobacterium phage Troll4,,Siphoviridae,64618,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Troll4, complete genome"
NC_011287,Mycobacterium virus Pacc40,Cheoctovirus,Siphoviridae,58554,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Pacc40, complete genome"
NC_011288,Mycobacterium virus Fruitloop,Cheoctovirus,Siphoviridae,58471,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Fruitloop, complete genome"
NC_011289,Mycobacterium virus Ramsey,Cheoctovirus,Siphoviridae,58578,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Ramsey, complete genome"
NC_011290,Mycobacterium phage Gumball,,Siphoviridae,64807,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Gumball, complete genome"
NC_011291,Mycobacterium virus Brujita,Brujitavirus,Siphoviridae,47057,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Brujita, complete genome"
NC_011292,Mycobacterium virus Konstantine,Barnyardvirus,Siphoviridae,68952,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Konstantine, complete genome"
NC_011271,Mycobacterium virus Bxz1,Bixzunavirus,Myoviridae,155372,Mycobacterium,"Mycobacterium phage Cali, complete genome"
NC_011267,Mycobacterium virus Solon,Fromanvirus,Siphoviridae,49487,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Solon, complete genome"
NC_011269,Mycobacterium virus Bxz1,Bixzunavirus,Myoviridae,154017,Mycobacterium,"Mycobacterium phage ScottMcG, complete genome"
NC_011270,Mycobacterium virus Bxz1,Bixzunavirus,Myoviridae,154906,Mycobacterium,"Mycobacterium phage Spud, complete genome"
NC_011272,Mycobacterium virus Bxz1,Bixzunavirus,Myoviridae,153894,Mycobacterium,"Mycobacterium phage Rizal, complete genome"
NC_011273,Mycobacterium phage Myrna,,Myoviridae,164602,Mycolicibacterium smegmatis,"Mycobacterium phage Myrna, complete genome"
NC_011222,Bacteroides phage B40-8,,Siphoviridae,44929,Bacteroides fragilis,"Bacteroides phage B40-8, complete genome"
NC_011216,Burkholderia phage KS10,,Myoviridae,37635,Burkholderia cenocepacia,"Burkholderia phage KS10, complete genome"
NC_011201,Ralstonia phage RSB1,,Podoviridae,43079,Ralstonia solanacearum,"Ralstonia phage RSB1, complete genome"
NC_011165,Pseudomonas virus LBL3,Pbunavirus,Myoviridae,64427,Pseudomonas aeruginosa,"Pseudomonas phage LBL3, complete genome"
NC_011166,Pseudomonas virus LMA2,Pbunavirus,Myoviridae,66530,Pseudomonas aeruginosa,"Pseudomonas phage LMA2, complete genome"
NC_011167,Bacillus virus IEBH,Cecivirus,Siphoviridae,53104,Bacillus thuringiensis,"Bacillus phage IEBH, complete genome"
NC_011142,Iodobacter virus PLPE,Iodovirus,Myoviridae,47453,Iodobacter sp. CdM7,"Iodobacteriophage phiPLPE, complete genome"
NC_011104,Lactobacillus phage Lrm1,,Siphoviridae,39989,Lactobacillus rhamnosus,"Lactobacillus phage Lrm1, complete genome"
NC_011103,Rhizobium phage 16-3,,Siphoviridae,60195,Rhizobium,"Rhizobium phage 16-3, complete genome"
NC_011107,Pseudomonas phage PT2,Phikmvvirus,Podoviridae,42961,Pseudomonas aeruginosa,"Pseudomonas phage PT2, complete genome"
NC_011085,Morganella phage MmP1,Teseptimavirus,Podoviridae,38457,Morganella morganii,"Morganella phage MmP1, complete genome"
NC_011054,Mycobacterium virus Boomer,Cheoctovirus,Siphoviridae,58037,,"Mycobacterium phage Boomer, complete genome"
NC_011055,Mycobacterium virus Porky,Kostyavirus,Siphoviridae,76312,,"Mycobacterium phage Porky, complete genome"
NC_011056,Mycobacterium virus Kostya,Kostyavirus,Siphoviridae,75811,,"Mycobacterium phage Kostya, complete genome"
NC_011057,Mycobacterium phage Phaedrus,Pipefishvirus,Siphoviridae,68090,Mycobacterium,"Mycobacterium phage Phaedrus, complete genome"
NC_011038,Yersinia phage Yepe2,Teseptimavirus,Podoviridae,38677,Yersinia pestis,"Yersinia phage Yepe2, complete genome"
NC_011039,Mycobacterium virus Predator,Barnyardvirus,Siphoviridae,70110,Mycolicibacterium smegmatis,"Mycobacterium phage Predator, complete genome"
NC_011040,Enterobacteria phage BA14,Teseptimavirus,Podoviridae,39816,Escherichia coli,"Enterobacteria phage BA14, complete genome"
NC_011041,Escherichia virus V5,Vequintavirus,Myoviridae,137947,Escherichia coli O157,"Escherichia coli bacteriophage rv5, complete sequence"
NC_011042,Enterobacteria phage EcoDS1,Teseptimavirus,Podoviridae,39252,Escherichia coli,"Enterobacteria phage EcoDS1, complete genome"
NC_011043,Klebsiella virus K11,Przondovirus,Podoviridae,41181,Klebsiella sp. 390,"Klebsiella phage K11, complete genome"
NC_011044,Mycobacterium virus Nigel,Coopervirus,Siphoviridae,69904,Mycolicibacterium smegmatis,"Mycobacterium phage Nigel, complete genome"
NC_011045,Enterobacteria phage 13a,Teseptimavirus,Podoviridae,38841,Escherichia coli,"Enterobacteria phage 13a, complete genome"
NC_011046,Lactococcus virus Bibb29,Skunavirus,Siphoviridae,29305,,"Lactococcus phage bIBB29, complete genome"
NC_011048,Bacillus virus phi29,Salasvirus,Podoviridae,19282,Bacillus subtilis,"Bacillus phage phi29, complete genome"
NC_011019,Mycobacterium virus KBG,Fromanvirus,Siphoviridae,53572,,"Mycobacterium phage KBG, complete genome"
NC_011020,Mycobacterium virus Jasper,Fromanvirus,Siphoviridae,50968,,"Mycobacterium phage Jasper, complete genome"
NC_011021,Mycobacterium virus lockley,Fromanvirus,Siphoviridae,51478,,"Mycobacterium phage Lockley, complete genome"
NC_011022,Mycobacterium phage DD5,Fromanvirus,Siphoviridae,51621,Mycobacterium,"Mycobacterium phage DD5, complete genome"
NC_011023,Mycobacterium virus Pukovnik,Fromanvirus,Siphoviridae,52892,,"Mycobacterium virus Pukovnik, complete genome"
NC_010945,Streptococcus phage PH15,,Siphoviridae,39136,Streptococcus gordonii,"Streptococcus phage PH15, complete genome"
NC_010821,Pseudomonas phage 201phi2-1,Phikzvirus,Myoviridae,316674,Pseudomonas chlororaphis,"Pseudomonas phage 201phi2-1, complete genome"
NC_010807,Salmonella phage phiSG-JL2,Teseptimavirus,Podoviridae,38815,Salmonella enterica subsp. enterica serovar Gallinarum,"Salmonella phage phiSG-JL2, complete genome"
NC_010808,Staphylococcus virus phiMR25,Phietavirus,Siphoviridae,44342,Staphylococcus aureus,"Staphylococcus phage phiMR25, complete genome"
NC_010811,Ralstonia virus RSL1,Mieseafarmvirus,Myoviridae,231255,Ralstonia,"Ralstonia phage RSL1, complete genome"
NC_010576,Lactococcus phage 1706,,Siphoviridae,55597,Lactococcus lactis,"Lactococcus phage 1706, complete genome"
NC_010583,Escherichia virus EPS7,Tequintavirus,Siphoviridae,111382,Escherichia coli,"Enterobacteria phage EPS7, complete genome"
NC_010237,Escherichia virus Min27,Traversvirus,Podoviridae,63395,Escherichia coli O157:H7,"Enterobacteria phage Min27, complete genome"
NC_010429,Stenotrophomonas virus PSH1,,Inoviridae,6867,Stenotrophomonas,"Stenotrophomonas phage PSH1, complete sequence"
NC_010495,Salmonella phage Vi II-E1,,Siphoviridae,45051,Salmonella enterica,"Salmonella phage E1, complete genome"
NC_010463,Salmonella virus Fels2,Peduovirus,Myoviridae,33693,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,"Enterobacteria phage Fels-2, complete genome"
NC_010391,Salmonella phage Fels-1,,,42723,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,"Salmonella phage Fels-1, complete genome"
NC_010392,Phage Gifsy-1,,,48491,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,"Phage Gifsy-1, complete genome"
NC_010393,Phage Gifsy-2,,,45840,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,"Phage Gifsy-2, complete genome"
NC_010363,Lactococcus phage asccphi28,,Podoviridae,18762,Lactococcus lactis,"Lactococcus phage asccphi28, complete genome"
NC_010355,Azospirillum phage Cd,,Siphoviridae,62337,Azospirillum brasilense,"Azospirillum phage Cd, complete genome"
NC_010353,Streptococcus virus 858,Brussowvirus,Siphoviridae,35543,Streptococcus thermophilus,"Streptococcus phage 858, complete genome"
NC_010342,Halomonas virus HAP1,Hapunavirus,Myoviridae,39245,Halomonas aquamarina,"Halomonas phage phiHAP-1, complete genome"
NC_010324,Escherichia virus phiEco32,Kuravirus,Podoviridae,77554,Escherichia coli,"Enterobacteria phage phiEco32, complete genome"
NC_010325,Pseudomonas virus LUZ24,Bruynoghevirus,Podoviridae,45625,Pseudomonas aeruginosa,"Pseudomonas phage LUZ24, complete genome"
NC_010326,Pseudomonas phage LUZ19,Phikmvvirus,Podoviridae,43548,Pseudomonas aeruginosa PAO1,"Pseudomonas phage LUZ19, complete genome"
NC_010275,Vibrio virus Kappa,Hpunavirus,Myoviridae,33507,,"Vibrio phage kappa proviral DNA, complete genome"
NC_010179,Lactobacillus prophage Lj771,,Myoviridae,40881,Lactobacillus johnsonii,"Lactobacillus johnsonii prophage Lj771, complete genome"
NC_010147,Staphylococcus virus phiMR11,Phietavirus,Siphoviridae,43011,Staphylococcus aureus,"Staphylococcus phage phiMR11, complete genome"
NC_010116,Pseudomonas virus Yua,Yuavirus,Siphoviridae,58663,Pseudomonas aeruginosa,"Pseudomonas phage YuA, complete genome"
NC_010105,Escherichia virus JS98,Dhakavirus,Myoviridae,170523,Escherichia coli,"Enterobacteria phage JS98, complete genome"
NC_010106,Enterobacteria phage phiEcoM-GJ1,,Myoviridae,52975,Escherichia coli,"Enterobacteria phage phiEcoM-GJ1, complete genome"
NC_009987,Spiroplasma virus SkV1CR23x,Vespertiliovirus,Inoviridae,7870,Spiroplasma kunkelii,"Spiroplasma kunkelii virus SkV1_CR2-3x, complete genome"
NC_009990,Thalassomonas phage BA3,,Podoviridae,37313,Thalassotalea loyana,"Thalassomonas phage BA3, complete genome"
NC_009993,Mycobacterium virus Giles,Gilesvirus,Siphoviridae,53746,Mycolicibacterium smegmatis,"Mycobacterium phage Giles, complete genome"
NC_009935,Pseudomonas phage LKD16,Phikmvvirus,Podoviridae,43200,Pseudomonas aeruginosa,"Pseudomonas phage LKD16, complete genome"
NC_009936,Pseudomonas virus LKA1,Phikmvvirus,Podoviridae,41593,Pseudomonas aeruginosa,"Pseudomonas phage LKA1, complete genome"
NC_009904,Enterococcus virus EF24C,Kochikohdavirus,Herelleviridae,142072,Enterococcus faecalis,"Enterococcus phage phiEF24C, complete genome"
NC_009818,Pseudomonas virus MP22,Casadabanvirus,Siphoviridae,36409,Pseudomonas aeruginosa UCBPP-PA14,"Pseudomonas phage MP22, complete genome"
NC_009877,Mycobacterium virus U2,Fromanvirus,Siphoviridae,51277,Mycobacterium,"Mycobacterium phage U2, complete genome"
NC_009878,Mycobacterium virus Bethlehem,Fromanvirus,Siphoviridae,52250,,"Mycobacterium phage Bethlehem, complete genome"
NC_009875,Staphylococcus phage SAP-2,Rosenblumvirus,Podoviridae,17938,Staphylococcus aureus,"Staphylococcus phage SAP-2, complete genome"
NC_009810,Listeria phage A500,,Siphoviridae,38867,Listeria monocytogenes,"Listeria phage A500, complete genome"
NC_009811,Listeria virus A511,Pecentumvirus,Herelleviridae,137619,Listeria monocytogenes,"Listeria phage A511, complete genome"
NC_009812,Listeria phage B025,Psavirus,Siphoviridae,42653,Listeria monocytogenes,"Listeria phage B025, complete genome"
NC_009813,Listeria phage B054,,Myoviridae,48172,Listeria monocytogenes,"Listeria phage B054, complete genome"
NC_009814,Listeria phage P35,,Siphoviridae,35822,Listeria monocytogenes,"Listeria phage P35, complete genome"
NC_009815,Listeria phage A006,,Siphoviridae,38124,Listeria monocytogenes,"Listeria phage A006, complete genome"
NC_009816,Corynebacterium virus P1201,Chunghsingvirus,Siphoviridae,70579,Corynebacterium glutamicum,"Corynebacterium phage P1201, complete genome"
NC_009817,Lactococcus virus KSY1,,Podoviridae,79232,Lactococcus lactis,"Lactococcus phage KSY1, complete genome"
NC_009819,Streptococcus phage P9,,Siphoviridae,40539,Streptococcus equi,"Streptococcus phage P9, complete genome"
NC_009820,Mycobacterium virus Tweety,Cheoctovirus,Siphoviridae,58692,Mycolicibacterium smegmatis,"Mycobacterium phage Tweety, complete genome"
NC_009821,Escherichia virus phi1,Krischvirus,Myoviridae,164270,Escherichia coli K-12,"Enterobacteria phage Phi1, complete genome"
NC_009803,Thermus virus P23-45,Oshimavirus,Siphoviridae,84201,Thermus thermophilus,"Thermus phage P23-45, complete genome"
NC_009804,Thermus virus P74-26,Oshimavirus,Siphoviridae,83319,Thermus thermophilus,"Thermus phage P74-26, complete genome"
NC_009799,Corynebacterium virus BFK20,Sasvirus,Siphoviridae,42972,[Brevibacterium] flavum,Corynebacterium phage BFK20
NC_009760,Bacillus phage 0305phi8-36,,Myoviridae,218948,Bacillus thuringiensis,"Bacillus phage 0305phi8-36, complete genome"
NC_009761,Staphylococcus phage tp310-1,Biseptimavirus,Siphoviridae,42232,Staphylococcus,"Staphylococcus phage tp310-1, complete sequence"
NC_009762,Staphylococcus phage tp310-2,Triavirus,Siphoviridae,47785,Staphylococcus,"Staphylococcus phage tp310-2, complete sequence"
NC_009763,Staphylococcus phage tp310-3,Biseptimavirus,Siphoviridae,42973,Staphylococcus,"Staphylococcus phage tp310-3, complete sequence"
NC_009737,Bacillus virus 1,Svunavirus,Myoviridae,35055,Bacillus sp. 6k512,"Bacillus virus 1, complete genome"
NC_009643,Actinomyces virus Av1,,Podoviridae,17171,Actinomyces naeslundii,"Actinomyces phage Av-1, complete genome"
NC_009603,Microbacterium virus Min1,Minunavirus,Siphoviridae,46365,Microbacterium nematophilum,"Microbacterium phage Min1, complete genome"
NC_009604,Burkholderia virus BcepNY3,Vidavervirus,Myoviridae,47382,Burkholderia cenocepacia HI2424,"Burkholderia phage BcepNY3, complete genome"
NC_009551,Phormidium virus WMP3,,Podoviridae,43249,Leptolyngbya foveolarum,"Phormidium phage Pf-WMP3, complete genome"
NC_009552,Geobacillus virus E2,,Siphoviridae,40863,Geobacillus,"Geobacillus virus E2, complete genome"
NC_009554,Lactobacillus phage LL-H,,Siphoviridae,34659,Lactobacillus delbrueckii,"Lactobacillus phage LL-H, complete genome"
NC_009540,Escherichia virus TLS,Tlsvirus,Siphoviridae,49902,Escherichia coli B,"Enterobacteria phage TLS, complete genome"
NC_009541,Propionibacterium virus PA6,Pahexavirus,Siphoviridae,29739,Cutibacterium acnes,"Propionibacterium phage PA6, complete genome"
NC_009542,Aeromonas virus phiO18P,Hpunavirus,Myoviridae,33985,Aeromonas media,"Aeromonas phage phiO18P, complete genome"
NC_009543,Xanthomonas virus Xop411,Xipdecavirus,Siphoviridae,44520,Xanthomonas oryzae,"Xanthomonas phage Xop411, complete genome"
NC_009526,Staphylococcus virus 80alpha,Phietavirus,Siphoviridae,43864,Staphylococcus aureus,"Staphylococcus phage 80alpha, complete genome"
NC_009531,Synechococcus virus Syn5,,Podoviridae,46214,Synechococcus sp. WH 8109,"Cyanophage Syn5, complete genome"
NC_009514,Enterobacteria phage cdtI,,Siphoviridae,47021,Escherichia coli,"Phage cdtI DNA, complete genome"
NC_009447,Burkholderia phage BcepGomr,,Siphoviridae,52414,Burkholderia cepacia,"Burkholderia phage BcepGomr, complete genome"
NC_009382,Ralstonia virus RSA1,Peduovirus,Myoviridae,38760,Ralstonia solanacearum,"Ralstonia phage phiRSA1, complete genome"
NC_009231,Clostridium virus phiC2,Lubbockvirus,Myoviridae,56538,Clostridioides difficile,"Clostridium phage phiC2, complete genome"
NC_009232,Salmonella virus SETP3,Jerseyvirus,Siphoviridae,42572,Salmonella,"Salmonella phage SETP3, complete genome"
NC_009234,Burkholderia virus phiE202,Peduovirus,Myoviridae,35741,Burkholderia thailandensis,"Burkholderia phage phiE202 chromosome, complete genome"
NC_009235,Burkholderia virus phi6442,Stanholtvirus,Siphoviridae,48674,Burkholderia pseudomallei,"Burkholderia phage phi644-2 chromosome, complete genome"
NC_009236,Burkholderia virus phiE122,Peduovirus,Myoviridae,36690,Burkholderia pseudomallei,"Burkholderia phage phiE12-2 chromosome, complete genome"
NC_009237,Burkholderia virus phiE255,Bcepmuvirus,Myoviridae,37446,Burkholderia thailandensis,"Burkholderia phage phiE255 chromosome, complete genome"
NC_009014,Erwinia virus Era103,Zindervirus,Podoviridae,45445,Erwinia amylovora,"Erwinia amylovora phage Era103, complete genome"
NC_009015,Burkholderia virus BcepF1,Pbunavirus,Myoviridae,72415,Burkholderia ambifaria,"Burkholderia ambifaria phage BcepF1, complete genome"
NC_009016,Vibrio virus VP882,Hapunavirus,Myoviridae,38197,Vibrio parahaemolyticus,"Vibrio phage VP882, complete genome"
NC_009018,Streptococcus phage phi3396,,Siphoviridae,38528,Streptococcus dysgalactiae,"Streptococcus phage phi3396, complete genome"
NC_008798,Staphylococcus virus phiETA2,Phietavirus,Siphoviridae,43265,Staphylococcus aureus,"Staphylococcus phage phiETA2, complete genome"
NC_008799,Staphylococcus virus phiETA3,Phietavirus,Siphoviridae,43282,Staphylococcus aureus,"Staphylococcus phage phiETA3, complete genome"
NC_008717,Pseudomonas virus DMS3,Casadabanvirus,Siphoviridae,36415,Pseudomonas aeruginosa,"Pseudomonas phage DMS3, complete genome"
NC_008720,Escherichia virus N4,Enquatrovirus,Podoviridae,70153,Escherichia coli,"Enterobacteria phage N4, complete genome"
NC_008721,Streptococcus phage SMP,,Siphoviridae,36019,Streptococcus suis,"Streptococcus phage SMP, complete genome"
NC_008722,Staphylococcus virus CNPH82,Phietavirus,Siphoviridae,43420,Staphylococcus epidermidis,"Staphylococcus phage CNPH82, complete genome"
NC_008723,Staphylococcus virus PH15,Phietavirus,Siphoviridae,44041,Staphylococcus epidermidis,"Staphylococcus phage PH15, complete genome"
NC_008695,Archaeal BJ1 virus,,Siphoviridae,42271,,Archaeal BJ1 virus complete genome
NC_008694,Yersinia phage Berlin,Teseptimavirus,Podoviridae,38564,Yersinia pestis,"Yersinia phage Berlin, complete genome"
NC_008689,Staphylococcus virus 108PVL,Biseptimavirus,Siphoviridae,44857,Staphylococcus aureus,"Staphylococcus phage phiPVL108, complete genome"
NC_008617,Staphylococcus phage phiNM3,Biseptimavirus,Siphoviridae,44061,Staphylococcus,"Staphylococcus phage phiNM3, complete genome"
NC_008575,Ralstonia virus RSS1,,Inoviridae,6662,Ralstonia solanacearum,"Ralstonia phage RSS1, complete genome"
NC_008583,Staphylococcus virus phiNM1,Phietavirus,Siphoviridae,43128,,"Staphylococcus aureus phage phiNM1, complete genome"
NC_008584,Thermus phage phiYS40,,Myoviridae,152372,Thermus,"Thermus phage phiYS40, complete genome"
NC_008574,Ralstonia virus RSM1,Habenivirus,Inoviridae,9004,Ralstonia,"Ralstonia phage RSM1, complete genome"
NC_008562,Microcystis virus Ma-LMM01,,Myoviridae,162109,,"Microcystis phage Ma-LMM01 DNA, complete genome"
NC_008515,Escherichia virus RB32,Tequatrovirus,Myoviridae,165890,,"Bacteriophage RB32, complete genome"
NC_008464,Stx2-converting phage 86,Traversvirus,Podoviridae,60238,Escherichia coli,"Stx2-converting phage 86, complete genome"
NC_008376,Geobacillus virus GBSV1,Svunavirus,Myoviridae,34683,Geobacillus sp. 6k51,"Geobacillus phage GBSV1, complete genome"
NC_008370,Lactococcus virus 712,Skunavirus,Siphoviridae,30510,Lactococcus lactis,"Lactococcus phage 712, complete genome"
NC_008371,Lactococcus virus jj50,Skunavirus,Siphoviridae,27453,Lactococcus lactis,"Lactococcus phage jj50, complete genome"
NC_008363,Lactococcus virus P008,Skunavirus,Siphoviridae,28538,Lactococcus lactis subsp. lactis Il1403,"Lactococcus phage P008, complete genome"
NC_008364,Lactococcus phage Q54,,Siphoviridae,26537,Lactococcus lactis,"Lactococcus phage Q54, complete genome"
NC_008367,Phormidium virus WMP4,,Podoviridae,40938,Phormidium,"Phormidium phage Pf-WMP4, complete genome"
NC_008296,Synechococcus phage syn9,,Myoviridae,177300,Synechococcus sp. WH 8012,"Synechococcus phage syn9, complete genome"
NC_008294,Pseudomonas phage PRR1,Levivirus,Leviviridae,3573,Pseudomonas,"Pseudomonas phage PRR1, complete genome"
NC_008265,Clostridium phage phiSM101,,Siphoviridae,38092,Clostridium perfringens SM101,"Clostridium phage phiSM101, complete genome"
NC_008198,Mycobacterium virus PBI1,Pbi1virus,Siphoviridae,64494,Mycobacterium,"Mycobacterium phage PBI1, complete genome"
NC_008199,Mycobacterium virus Pipefish,Pipefishvirus,Siphoviridae,69059,Mycobacterium,"Mycobacterium phage Pipefish, complete genome"
NC_008200,Mycobacterium virus Plot,Plotvirus,Siphoviridae,64787,Mycobacterium,"Mycobacterium phage PLot, complete genome"
NC_008204,Mycobacterium virus Godines,Rosebushvirus,Siphoviridae,67188,Mycobacterium,"Mycobacterium phage Qyrzula, complete genome"
NC_008205,Mycobacterium virus PMC,Cheoctovirus,Siphoviridae,56692,Mycobacterium,"Mycobacterium phage PMC, complete genome"
NC_008206,Mycobacterium virus Wildcat,Wildcatvirus,Siphoviridae,78296,Mycobacterium,"Mycobacteriophage Wildcat, complete genome"
NC_008195,Mycobacterium virus Cooper,Coopervirus,Siphoviridae,70654,Mycobacterium,"Mycobacterium phage Cooper, complete genome"
NC_008196,Mycobacterium virus Llij,Cheoctovirus,Siphoviridae,56852,Mycobacterium,"Mycobacterium phage Llij, complete genome"
NC_008197,Mycobacterium virus Pg1,Pegunavirus,Siphoviridae,68427,Mycobacterium,"Mycobacterium phage Orion, complete genome"
NC_008202,Mycobacterium virus Halo,Liefievirus,Siphoviridae,42289,,"Mycobacterium phage Halo, complete genome"
NC_008203,Mycobacterium virus Che12,Fromanvirus,Siphoviridae,52047,Mycobacterium,"Mycobacterium phage Che12, complete genome"
NC_008207,Mycobacterium virus Bxz1,Bixzunavirus,Myoviridae,153766,Mycobacterium,"Mycobacterium phage Catera, complete genome"
NC_008193,Pasteurella virus F108,Hpunavirus,Myoviridae,30505,Pasteurella multocida,"Pasteurella phage F108, complete genome"
NC_008194,Mycobacterium virus 244,Kostyavirus,Siphoviridae,74483,Mycobacterium,"Mycobacterium phage 244, complete genome"
NC_008201,Mannheimia virus PHL101,Peduovirus,Myoviridae,34525,Mannheimia haemolytica,"Mannheimia phage phiMHaA1, complete genome"
NC_008208,Aeromonas virus 25,Tulanevirus,Myoviridae,161475,Aeromonas salmonicida,"Aeromonas phage 25, complete genome"
NC_008152,Escherichia virus K1-5,Zindervirus,Podoviridae,44385,Escherichia coli,"Enterobacteria phage K1-5, complete genome"
NC_007967,Streptomyces phage mu1/6,,Siphoviridae,38194,Kitasatospora aureofaciens,"Streptomyces phage mu1/6, complete genome"
NC_007917,Clostridium virus phiCD119,Lubbockvirus,Myoviridae,53325,Clostridioides difficile,"Clostridium phage phi CD119, complete genome"
NC_007924,Lactobacillus phage KC5a,,Myoviridae,38239,Lactobacillus gasseri,"Lactobacillus phage KC5a, complete genome"
NC_007817,Escherichia virus Talmos,Gequatrovirus,Microviridae,5486,Escherichia coli,"Enterobacteria phage ID2 Moscow/ID/2001, complete genome"
NC_007818,Escherichia virus ID21,Alphatrevirus,Microviridae,6068,Escherichia,"Coliphage ID21, complete genome"
NC_007819,Escherichia virus ID32,Alphatrevirus,Microviridae,6071,Escherichia,"Coliphage ID32, complete genome"
NC_007820,Escherichia virus NC35,Alphatrevirus,Microviridae,6039,Escherichia,"Coliphage NC35, complete genome"
NC_007821,Enterobacteria phage WA13 sensu lato,Alphatrevirus,Microviridae,6068,Escherichia coli,"Enterobacteria phage WA13, complete genome"
NC_007822,Escherichia virus WA45,Alphatrevirus,Microviridae,6068,Escherichia,"Coliphage WA45, complete genome"
NC_007823,Escherichia virus NC28,Alphatrevirus,Microviridae,6065,Escherichia,"Coliphage NC28, complete genome"
NC_007824,Escherichia virus ID62,Alphatrevirus,Microviridae,6051,Escherichia,"Coliphage ID62, complete genome"
NC_007825,Escherichia virus ID52,Gequatrovirus,Microviridae,5538,Escherichia,"Coliphage ID52, complete genome"
NC_007827,Escherichia virus NC29,Alphatrevirus,Microviridae,6259,Escherichia,"Coliphage NC29, complete genome"
NC_007856,Escherichia virus G4,Gequatrovirus,Microviridae,5486,Escherichia coli,"Enterobacteria phage ID18, complete genome"
NC_007902,Sodalis phage phiSG1,,Podoviridae,52162,Sodalis glossinidius str. 'morsitans',"Sodalis phage phiSG1, complete genome"
NC_007804,Escherichia virus phiV10,Uetakevirus,Podoviridae,39104,Escherichia coli O157:H7,"Escherichia phage phiV10, complete genome"
NC_007805,Pseudomonas phage F10,,Siphoviridae,39199,Pseudomonas aeruginosa,"Pseudomonas phage F10, complete genome"
NC_007806,Pseudomonas virus 73,Septimatrevirus,Siphoviridae,42999,Pseudomonas aeruginosa,"Pseudomonas phage 73, complete genome"
NC_007807,Pseudomonas virus 119X,,Podoviridae,43365,Pseudomonas aeruginosa,"Pseudomonas phage 119X, complete genome"
NC_007808,Pseudomonas phage PA11,,Podoviridae,49639,Pseudomonas aeruginosa,"Pseudomonas phage PA11, complete genome"
NC_007809,Pseudomonas virus M6,Yuavirus,Siphoviridae,59446,Pseudomonas aeruginosa,"Pseudomonas phage M6, complete genome"
NC_007810,Pseudomonas virus F8,Pbunavirus,Myoviridae,66015,Pseudomonas aeruginosa,"Pseudomonas phage F8, complete genome"
NC_007814,Bacillus phage Fah,Wbetavirus,Siphoviridae,37974,Bacillus anthracis,"Bacillus phage Fah, complete genome"
NC_007734,Bacillus virus Wbeta,Wbetavirus,Siphoviridae,40867,Bacillus anthracis,"Bacillus phage WBeta, complete genome"
NC_007709,Xanthomonas virus OP1,Xipdecavirus,Siphoviridae,43785,,"Xanthomonas oryzae phage OP1 DNA, complete genome"
NC_007710,Xanthomonas virus OP2,Vidavervirus,Myoviridae,46643,Xanthomonas,"Xanthomonas oryzae phage OP2 DNA, complete genome"
NC_007637,Escherichia virus K1E,Zindervirus,Podoviridae,45251,Escherichia coli,"Enterobacteria phage K1E, complete genome"
NC_007623,Pseudomonas virus EL,Elvirus,Myoviridae,211215,Pseudomonas aeruginosa,"Pseudomonas phage EL, complete genome"
