Accession,Species,Genus,Family,Length,Host,GenBank_Title
JN020141,Mycobacterium virus Shauna1,Cheoctovirus,Siphoviridae,59315,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Shauna1, complete genome"
JN020142,Mycobacterium virus Mutaforma13,Cheoctovirus,Siphoviridae,57701,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Mutaforma13, complete genome"
JN020143,Mycobacterium virus Shilan,Cheoctovirus,Siphoviridae,59794,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage ShiLan, complete genome"
JN049605,Mycobacterium virus Ericb,Fromanvirus,Siphoviridae,51702,Mycolicibacterium smegmatis MC2 155,"Mycobacterium virus EricB, complete genome"
JN083852,Mycobacterium virus Benedict,Fromanvirus,Siphoviridae,51083,Mycolicibacterium smegmatis MC2 155,"Mycobacterium virus Benedict, complete genome"
JN083853,Mycobacterium phage Airmid,Fromanvirus,Siphoviridae,51241,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Airmid, complete genome"
JN153085,Mycobacterium virus Doom,Fromanvirus,Siphoviridae,51421,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Doom, complete genome"
JN153086,Mycobacterium virus Euphoria,Fromanvirus,Siphoviridae,53597,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Euphoria, complete genome"
JN185608,Mycobacterium virus Jaws,Timquatrovirus,Siphoviridae,59749,Mycolicibacterium smegmatis MC2 155,"Mycobacterium virus JAWS, complete genome"
JN192463,Mycobacterium virus Oline,Pegunavirus,Siphoviridae,68720,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Oline, complete genome"
JN201525,Mycobacterium virus Thibault,Omegavirus,Siphoviridae,106327,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Thibault, complete genome"
HQ163896,Staphylococcus virus Sb1,Kayvirus,Herelleviridae,127188,Staphylococcus aureus,"Staphylococcus phage Sb-1, complete genome"
HQ728263,Erwinia virus M7,Kolesnikvirus,Myoviridae,84694,Erwinia amylovora,"Erwinia phage vB_EamM-M7, complete genome"
HQ728264,Erwinia phage vB_EamM-Y2,,Myoviridae,56621,Erwinia amylovora,"Erwinia phage vB_EamM-Y2, complete genome"
HQ728265,Erwinia phage vB_EamP-L1,Przondovirus,Podoviridae,39282,Erwinia amylovora,"Erwinia phage vB_EamP-L1, complete genome"
HQ728266,Erwinia phage vB_EamP-S6,,Podoviridae,74669,Erwinia amylovora,"Erwinia phage vB_EamP-S6, complete genome"
CP002889,Streptococcus phage YMC-2011,Moineauvirus,Siphoviridae,40758,Streptococcus salivarius 57.I,"Streptococcus phage YMC-2011, complete genome"
EU409559,Lactobacillus phage JCL1032,,Siphoviridae,49433,Lactobacillus delbrueckii subsp. lactis,"Lactobacillus phage JCL1032, complete genome"
AY739900,Lactobacillus virus LLKu,Cequinquevirus,Siphoviridae,31080,Lactobacillus delbrueckii,"Lactobacillus phage LL-Ku, complete genome"
EU340421,Lactobacillus virus c5,Cequinquevirus,Siphoviridae,31841,Lactobacillus delbrueckii subsp. bulgaricus,"Lactobacillus phage c5, complete genome"
JF770475,Escherichia virus Eb49,Rogunavirus,Siphoviridae,47180,Escherichia coli CFT073,"Escherichia phage phiEB49, complete genome"
HM753658,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad06ic3, complete genome"
HM753659,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad06ic5, complete genome"
HM753660,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad06im1, complete genome"
HM753661,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad06im3, complete genome"
HM753662,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad06im6, complete genome"
HM753663,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad06im7, complete genome"
HM753664,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad10ic2, complete genome"
HM753665,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad10ic4, complete genome"
HM753666,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad10ic6, complete genome"
HM753667,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad10ic7, complete genome"
HM753668,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad10ic8, complete genome"
HM753669,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad10im1, complete genome"
HM753670,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad10im2, complete genome"
HM753671,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad10im3, complete genome"
HM753672,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad10im4, complete genome"
HM753673,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad10im6, complete genome"
HM753674,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad10im7, complete genome"
HM753675,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad10im8, complete genome"
HM753676,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad14ic1, complete genome"
HM753677,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad14ic2, complete genome"
HM753678,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad14im1, complete genome"
HM753679,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad14im2, complete genome"
HM753680,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad20ic1, complete genome"
HM753681,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad20ic2, complete genome"
HM753682,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad20ic3, complete genome"
HM753683,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad20ic5, complete genome"
HM753684,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad20ic6, complete genome"
HM753685,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad20ic7, complete genome"
HM753686,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad20im1, complete genome"
HM753687,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad20im2, complete genome"
HM753688,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad20im6, complete genome"
HM753689,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad20im8, complete genome"
HM753690,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad22ic1, complete genome"
HM753691,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad22ic2, complete genome"
HM753692,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad22ic5, complete genome"
HM753693,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad22ic6, complete genome"
HM753694,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad22ic7, complete genome"
HM753695,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mad22ic8, complete genome"
HM753696,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad22im1, complete genome"
HM753697,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad22im2, complete genome"
HM753698,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad22im3, complete genome"
HM753699,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad22im4, complete genome"
HM753700,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad22im5, complete genome"
HM753701,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad22im7, complete genome"
HM753702,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5387,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mad22im8, complete genome"
HM753703,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mbd10ic1, complete genome"
HM753704,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+Mbd10ic2, complete genome"
HM753705,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+Mbd10im1, complete genome"
HM753706,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+mbD10im2, complete genome"
HM753707,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5388,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+MbD22ic2, complete genome"
HM753708,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5388,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+MbD22ic3, complete genome"
HM753709,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5388,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+MbD22ic4, complete genome"
HM753710,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5388,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+MbD22ic5, complete genome"
HM753711,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5388,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+MbD22ic6, complete genome"
HM753712,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Escherichia coli,"Enterobacteria phage phiX174 isolate XC+MbD22ic7, complete genome"
HM753713,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5388,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+MbD22im3, complete genome"
HM753714,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5388,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+MbD22im4, complete genome"
HM753715,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5388,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+MbD22im5, complete genome"
HM753716,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5388,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+MbD22im6, complete genome"
HM753717,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+MbD22im7, complete genome"
HM753718,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5388,Salmonella sp.,"Enterobacteria phage phiX174 isolate XC+MbD22im2, complete genome"
HQ264138,Microviridae phi-CA82,,Microviridae,5514,,"Microvirus CA82, complete genome"
JF767208,Clostridium phage phiCP13O,,Siphoviridae,38329,Clostridium perfringens,"Clostridium phage phi13O, complete genome"
JF767209,Clostridium phage phiCP34O,,Siphoviridae,38309,Clostridium perfringens,"Clostridium phage phi34O, complete genome"
JF767210,Clostridium phage phiCP9O,,Siphoviridae,39594,Clostridium perfringens,"Clostridium phage phi9O, complete genome"
HQ403646,Gordonia virus GTE2,Emalynvirus,Siphoviridae,45530,Gordonia terrae,"Gordonia phage GTE2, complete sequence"
HM480846,Escherichia virus K30,Przondovirus,Podoviridae,40940,Escherichia,"Enterobacteria phage K30, complete genome"
HQ630627,Pseudomonas phage PhiPA3,Phikzvirus,Myoviridae,309208,Pseudomonas aeruginosa,"Pseudomonas phage PhiPA3, complete genome"
JF344709,Bdellovibrio phage phi1402,,Myoviridae,23931,Bdellovibrio bacteriovorus,"Bdellovibrio phage phi1402, complete sequence"
JF832915,Haemophilus phage SuMu,,Myoviridae,37151,Glaesserella parasuis,"Haemophilus phage SuMu, complete sequence"
JF744988,Mycobacterium virus Faith1,Bronvirus,Siphoviridae,75960,Mycolicibacterium smegmatis MC2 155,"Mycobacterium virus Faith1, complete genome"
JF792674,Mycobacterium virus Peaches,Fromanvirus,Siphoviridae,51369,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Shaka, complete genome"
HM568888,Clostridium phage phiCD38-2,,Siphoviridae,41090,Clostridioides difficile,"Clostridium phage phiCD38-2, complete genome"
HM150760,Stenotrophomonas phage phiSHP2,,Inoviridae,5819,Stenotrophomonas maltophilia,"Stenotrophomonas phage phiSHP2, complete genome"
HQ615693,Synechococcus phage S-CRM01,,Myoviridae,178563,Synechococcus,"Synechococcus phage S-CRM01, complete genome"
FJ706171,Propionibacterium virus PAD20,Pahexavirus,Siphoviridae,29074,Propionibacterium,"Propionibacterium phage PAD20, complete genome"
FJ706172,Propionibacterium virus PAS50,Pahexavirus,Siphoviridae,29017,Propionibacterium,"Propionibacterium phage PAS50, complete genome"
HM151342,Roseobacter virus RDJL1,Xiamenvirus,Siphoviridae,62668,Roseobacter denitrificans,"Roseobacter phage RDJL Phi 1, complete genome"
GU988610,Pseudomonas virus JG004,Pakpunavirus,Myoviridae,93017,Pseudomonas aeruginosa,"Pseudomonas phage JG004, complete genome"
GU936714,Synechococcus phage S-CBS2,,Siphoviridae,72332,Synechococcus sp. CB0204,"Synechococcus phage S-CBS2, complete genome"
GU936715,Synechococcus phage S-CBS3,,Siphoviridae,33004,Synechococcus sp. CB0202,"Synechococcus phage S-CBS3, complete genome"
HQ396194,Riemerella phage RAP44,,Siphoviridae,49329,Riemerella anatipestifer,"Riemerella phage RAP44, complete genome"
GU296433,Campylobacter virus NCTC12673,Fletchervirus,Myoviridae,135041,Campylobacter jejuni,"Campylobacter phage NCTC12673, complete genome"
HM035024,Shigella virus Shfl1,Tunavirus,Siphoviridae,50661,Shigella flexneri,"Shigella phage Shfl1, complete genome"
HM035025,Shigella virus Shfl2,Tequatrovirus,Myoviridae,165919,Shigella flexneri,"Shigella phage Shfl2, complete genome"
HQ201307,Cronobacter phage ENT39118,,Siphoviridae,39012,Cronobacter sakazakii,"Cronobacter phage ENT39118, complete genome"
HQ201308,Cronobacter phage ENT47670,,Siphoviridae,47611,Cronobacter sakazakii,"Cronobacter phage ENT47670, complete genome"
HQ641340,Vibrio phage ICP3,Teseptimavirus,Podoviridae,39162,Vibrio cholerae,"Vibrio phage ICP3, complete genome"
HQ641341,Vibrio phage ICP3_2009_B,Teseptimavirus,Podoviridae,39042,Vibrio cholerae,"Vibrio phage ICP3_2009_B, complete genome"
HQ641343,Vibrio phage ICP3_2008_A,Teseptimavirus,Podoviridae,39349,Vibrio cholerae,"Vibrio phage ICP3_2008_A, complete genome"
HQ641344,Vibrio phage ICP3_2007_A,Teseptimavirus,Podoviridae,39088,Vibrio cholerae,"Vibrio phage ICP3_2007_A, complete genome"
HQ641345,Vibrio phage ICP2,,Podoviridae,49675,Vibrio cholerae,"Vibrio phage ICP2, complete genome"
HQ641346,Vibrio phage ICP2_2006_A,,Podoviridae,48626,Vibrio cholerae,"Vibrio phage ICP2_2006_A, complete genome"
HQ641347,Vibrio phage ICP1,,Myoviridae,125956,Vibrio cholerae,"Vibrio phage ICP1, complete genome"
HQ641348,Vibrio phage ICP1_2006_D,,Myoviridae,124497,Vibrio cholerae,"Vibrio phage ICP1_2006_D, complete genome"
HQ641349,Vibrio phage ICP1_2006_C,,Myoviridae,124497,Vibrio cholerae,"Vibrio phage ICP1_2006_C, complete genome"
HQ641350,Vibrio phage ICP1_2006_B,,Myoviridae,123097,Vibrio cholerae,"Vibrio phage ICP1_2006_B, complete genome"
HQ641351,Vibrio phage ICP1_2006_A,,Myoviridae,123104,Vibrio cholerae,"Vibrio phage ICP1_2006_A, complete genome"
HQ641352,Vibrio phage ICP1_2005_A,,Myoviridae,129373,Vibrio cholerae,"Vibrio phage ICP1_2005_A, complete genome"
HQ641353,Vibrio phage ICP1_2001_A,,Myoviridae,124826,Vibrio cholerae,"Vibrio phage ICP1_2001_A, complete genome"
HQ641354,Vibrio phage ICP1_2004_A,,Myoviridae,128083,Vibrio cholerae,"Vibrio phage ICP1_2004_A, complete genome"
CP002495,Enterococcus phage EF62phi,,Podoviridae,30505,Enterococcus faecalis 62,"Enterococcus phage EF62phi, complete genome"
HM755814,Mycobacterium virus Wonder,Fromanvirus,Siphoviridae,48491,,"Mycobacterium phage Wonder, complete genome"
HQ110083,Cronobacter phage ESSI-2,Hpunavirus,Myoviridae,28765,Cronobacter sakazakii,"Cronobacter phage ESSI-2, complete genome"
HQ110084,Erwinia phage ENT90,Peduovirus,Myoviridae,29564,Erwinia amylovora,"Erwinia phage ENT90, complete genome"
HQ224500,Vibrio virus CTXphi,,Inoviridae,10638,Vibrio cholerae,"Vibrio phage CTX, complete sequence"
HM486077,Tsukamurella phage TPA2,,Siphoviridae,61440,Tsukamurella paurometabola,"Tsukamurella phage TPA2, complete sequence"
HQ406778,Salmonella virus SPC35,Tequintavirus,Siphoviridae,118351,Salmonella enterica subsp. enterica serovar Typhimurium,"Enterobacteria phage SPC35, complete genome"
HQ141410,Lactobacillus phage LF1,,Siphoviridae,42606,Lactobacillus sp.,"Lactobacillus phage LF1, complete genome"
HQ141411,Lactobacillus phage Sha1,,Siphoviridae,41726,Lactobacillus sp.,"Lactobacillus phage Sha1, complete genome"
GU583987,Pseudomonas phage phiIBB-PF7A,Teseptimavirus,Podoviridae,40973,Pseudomonas fluorescens,"Pseudomonas phage phiIBB-PF7A, complete genome"
HQ377372,Liberibacter phage SC1,,Podoviridae,40048,Liberibacter,"Liberibacter phage SC1, complete genome"
HQ377373,Liberibacter phage SC2,,Podoviridae,38997,Liberibacter,"Liberibacter phage SC2, complete genome"
HQ641380,Enterobacter phage EcP1,,Podoviridae,59080,Enterobacter cloacae,"Enterobacter phage EcP1, complete genome"
GU573886,Salmonella phage ST160,Lederbergvirus,Podoviridae,40986,Salmonella enterica subsp. enterica serovar Typhimurium,"Salmonella phage ST160, complete genome"
HM624080,Pseudomonas virus PA1KOR,Casadabanvirus,Siphoviridae,34553,Pseudomonas aeruginosa,"Pseudomonas phage PA1/KOR/2010, complete genome"
HQ728524,Mycobacterium virus Wee,Cheoctovirus,Siphoviridae,59230,Mycolicibacterium smegmatis,"Mycobacterium phage Wee, complete genome"
HQ424691,Enterobacteria phage VT2phi_272,Oslovirus,Podoviridae,65955,Escherichia coli,"Enterobacteria phage VT2phi_272, complete sequence"
HQ268735,Streptococcus phage Dp-1,,Siphoviridae,56506,Streptococcus pneumoniae,"Streptococcus phage Dp-1, complete genome"
HQ157198,uncultured Microviridae,,Microviridae,4478,,"Uncultured Microviridae clone SARssphi2, complete genome"
HQ157199,uncultured Microviridae,,Microviridae,4487,,"Uncultured Microviridae clone SARssphi1, complete genome"
HM563683,Escherichia virus VR7,Gaprivervirus,Myoviridae,169285,Escherichia coli,"Enterobacteria phage vB_EcoM-VR7, complete genome"
GU568037,Deep-sea thermophilic phage D6E,,Myoviridae,49335,,"Deep-sea thermophilic phage D6E, complete genome"
HM770079,Salmonella phage RE-2010,Peduovirus,Myoviridae,34117,Salmonella enterica subsp. enterica serovar Enteritidis str. LK5,"Salmonella phage RE-2010, complete genome"
HQ333270,Yersinia phage Yep-phi,Teseptimavirus,Podoviridae,38616,Yersinia pestis,"Yersinia phage Yep-phi, complete genome"
GU396103,Aeromonas phage PX29,,Myoviridae,222006,Aeromonas salmonicida,"Aeromonas phage PX29, complete genome"
GU459069,Aeromonas virus 65,,Myoviridae,235229,Aeromonas salmonicida,"Aeromonas phage 65, complete genome"
GU911303,Burkholderia phage KS5,Peduovirus,Myoviridae,37236,Burkholderia cenocepacia,"Burkholderia phage KS5, complete genome"
GU911304,Burkholderia phage KL3,Peduovirus,Myoviridae,40555,,"Burkholderia phage KL3, complete genome"
HM461982,Burkholderia phage KS14,Peduovirus,Myoviridae,32317,Burkholderia ambifaria,"Burkholderia phage KS14, complete genome"
HM064452,Ralstonia virus PE226,,Inoviridae,5475,Ralstonia solanacearum,"Ralstonia phage PE226, complete genome"
HQ186308,Acinetobacter virus phiAB1,Friunavirus,Podoviridae,41526,Acinetobacter baumannii,"Acinetobacter phage phiAB1, complete genome"
GU815091,Pseudomonas virus JG024,Pbunavirus,Myoviridae,66275,Pseudomonas aeruginosa,"Pseudomonas phage JG024, complete genome"
GU323318,Escherichia virus CC31,Karamvirus,Myoviridae,165540,Escherichia coli,"Enterobacteria phage CC31, complete genome"
GU911519,Acinetobacter phage Acj61,,Myoviridae,164093,Acinetobacter johnsonii,"Acinetobacter phage Acj61, complete genome"
HM004124,Acinetobacter phage Acj9,,Myoviridae,169947,Acinetobacter johnsonii,"Acinetobacter phage Acj9, complete genome"
HM032710,Acinetobacter phage Ac42,,Myoviridae,167716,Acinetobacter,"Acinetobacter phage Ac42, complete genome"
GU071094,Synechococcus phage S-SM1,,Myoviridae,174079,Synechococcus sp. WH 6501,"Synechococcus phage S-SM1, complete genome"
GU071095,Synechococcus phage S-SM2,,Myoviridae,190789,Synechococcus sp. WH 8017,"Synechococcus phage S-SM2, complete genome"
GU071096,Synechococcus phage S-ShM2,,Myoviridae,179563,Synechococcus sp. WH 8102,"Synechococcus phage S-ShM2, complete genome"
GU071097,Synechococcus phage S-SSM5,,Myoviridae,176184,Synechococcus sp. WH 8102,"Synechococcus phage S-SSM5, complete genome"
GU071098,Synechococcus phage S-SSM7,,Myoviridae,232878,Synechococcus sp. WH 8109,"Synechococcus phage S-SSM7, complete genome"
GU071099,Prochlorococcus phage P-RSM4,,Myoviridae,176428,Prochlorococcus marinus str. MIT 9303,"Prochlorococcus phage P-RSM4, complete genome"
GU071100,Cyanophage 9515-10a,,Podoviridae,47055,Prochlorococcus,"Cyanophage 9515-10a, complete genome"
GU071101,Prochlorococcus phage P-HM1,,Myoviridae,181044,Prochlorococcus marinus subsp. pastoris str. CCMP1986,"Prochlorococcus phage P-HM1, complete genome"
GU071102,Cyanophage NATL1A-7,,Podoviridae,47741,Prochlorococcus,"Cyanophage NATL1A-7, complete genome"
GU071103,Prochlorococcus phage P-SSM7,,Myoviridae,182180,Prochlorococcus,"Prochlorococcus phage P-SSM7, complete genome"
GU071104,Cyanophage NATL2A-133,,Podoviridae,47536,Prochlorococcus marinus str. NATL2A,"Cyanophage NATL2A-133, complete genome"
GU071105,Prochlorococcus phage Syn1,,Myoviridae,191195,Synechococcus sp. WH 8101,"Prochlorococcus phage Syn1, complete genome"
GU071106,Synechococcus phage Syn19,,Myoviridae,175230,Synechococcus sp. WH 8109,"Synechococcus phage Syn19, complete genome"
GU071107,Cyanophage P-SSP2,,Podoviridae,45890,Synechococcus sp. WH 8017,"Cyanophage P-SSP2, complete genome"
GU071108,Prochlorococcus phage Syn33,,Myoviridae,174285,Synechococcus sp. WH 7803,"Prochlorococcus phage Syn33, complete genome"
GU075905,Prochlorococcus phage P-HM2,,Myoviridae,183806,Prochlorococcus marinus subsp. pastoris str. CCMP1986,"Prochlorococcus phage P-HM2, complete genome"
GQ981382,Shigella virus SP18,Gaprivervirus,Myoviridae,170605,Shigella sonnei,"Shigella phage SP18, complete genome"
HM368260,Acinetobacter virus AB1,Obolenskvirus,Myoviridae,45159,Acinetobacter baumannii,"Acinetobacter phage AB1, complete genome"
HM029250,Lactococcus phage 949,,Siphoviridae,114768,Lactococcus lactis,"Lactococcus phage 949, complete genome"
HM452125,Aeromonas virus AS4,Tulanevirus,Myoviridae,163875,Aeromonas salmonicida,"Aeromonas phage phiAS4, complete genome"
HM452126,Aeromonas phage phiAS5,,Myoviridae,225268,Aeromonas salmonicida,"Aeromonas phage phiAS5, complete genome"
HM588722,Pseudoalteromonas phage H105/1,,Siphoviridae,30651,Pseudoalteromonas sp. H105,"Pseudoalteromonas phage H105/1, complete genome"
HM775306,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,,"Enterobacteria phage phiX174 strain gamma, complete genome"
HM775307,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,,"Enterobacteria phage phiX174 strain alpha, complete genome"
HM775308,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5386,,"Enterobacteria phage phiX174 strain beta1, complete genome"
HM775309,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5359,,"Enterobacteria phage phiX174 strain beta2, complete genome"
HM775310,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5359,,"Enterobacteria phage phiX174 strain beta3, complete genome"
HM775311,Escherichia virus phiX174,Sinsheimervirus,Microviridae,5359,,"Enterobacteria phage phiX174 strain beta4, complete genome"
GU477322,Staphylococcus virus SAP26,Phietavirus,Siphoviridae,41207,Staphylococcus aureus,"Staphylococcus phage SAP-26, complete genome"
HM152763,Mycobacterium virus Bron,Bronvirus,Siphoviridae,73453,Mycolicibacterium smegmatis MC2 155,"Mycobacterium virus Bron, complete genome"
HM152764,Mycobacterium virus Angelica,Timquatrovirus,Siphoviridae,59598,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Angelica, complete genome"
HM152765,Mycobacterium virus Brujita,Brujitavirus,Siphoviridae,47287,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Island3, complete genome"
HM152766,Mycobacterium phage Eagle,Fromanvirus,Siphoviridae,51436,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Eagle, complete genome"
HM152767,Mycobacterium virus Crimd,Timquatrovirus,Siphoviridae,59798,Mycolicibacterium smegmatis MC2 155,"Mycobacterium virus CrimD, complete genome"
HM159959,Clostridium phage phiCTP1,,Siphoviridae,59199,Clostridium,"Clostridium phage phiCTP1, complete genome"
GU949551,Clostridium phage phiCD6356,,Siphoviridae,37664,Clostridioides difficile,"Clostridium phage phiCD6356, complete genome"
HM134276,Escherichia virus RB16,,Myoviridae,176788,Escherichia coli,"Escherichia phage RB16, complete genome"
